id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight
2f77fc0d-93dc-4958-bde9-955fa2ac0e54,"Lápis Delineador Preto Prova D'Água Fenzza","Lápis delineador prova d'água com pigmentação ultra-preta. Traço preciso na primeira passada. Resistente a água, suor e umidade. Textura macia que não puxa a pálpebra.",in stock,new,15.88 BRL,https://ellemake2.lovable.app/produto/lapis-delineador-preto-fenzza,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773632425581-z2mvol.jpg,Fenzza,"Health & Beauty > Personal Care > Cosmetics > Eye Makeup","health & beauty > makeup & cosmetics > eye makeup",24,17.90 BRL,,,female,black,,adult,,,BR:::0.00 BRL,
2d0a50fe-c093-4f60-9ad1-9cbb0082bcc9,"Lip Gloss Com Chaveiro Sorvete RB063 Belle Angel","Lip Gloss com textura leve e brilho espelhado. Sem sensação pegajosa, acabamento sofisticado. Efeito visual de lábios mais cheios e hidratados. Aplicador macio para contorno preciso.",in stock,new,14.75 BRL,https://ellemake2.lovable.app/produto/lip-gloss-belle-angel-rb063,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773635433781-xywqdm.jpg,Belle Angel,"Health & Beauty > Personal Care > Cosmetics > Lip Makeup","health & beauty > makeup & cosmetics > lip makeup",24,16.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,
881c7113-1de0-4eb1-85a3-18806cd75889,"Lip Oil Ruby Rose HBL6526 G2","Óleo labial com textura leve e brilho espelhado irresistível. Une skincare labial com maquiagem glow. Fórmula não pegajosa que hidrata e protege. Aplicador anatômico para aplicação precisa.",in stock,new,15.25 BRL,https://ellemake2.lovable.app/produto/lip-oil-ruby-rose-hbl6526-g2,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773611646667-rrj1k9.jpg,Ruby Rose,"Health & Beauty > Personal Care > Cosmetics > Lip Makeup","health & beauty > makeup & cosmetics > lip makeup",24,17.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,
50e06d8b-5fbe-45b3-a67a-4e731e381aca,"Máscara Facial Black Phallebeauty","Máscara facial peel-off para limpeza profunda. Remove cravos, células mortas e oleosidade. Efeito detox com resultado visível. Sachê prático com excelente custo-benefício.",in stock,new,2.38 BRL,https://ellemake2.lovable.app/produto/mascara-facial-black-phallebeauty,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773611544698-82tysn.jpeg,Phallebeauty,"Health & Beauty > Personal Care > Skin Care","health & beauty > skin care",50,4.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,
97af7700-cfa9-464e-9945-cf2a091c4669,"Máscara para Cílios Lash 2 em 1 BR110","Máscara 2 em 1 com volume e alongamento simultâneo. Alta pigmentação com preto intenso sem esfarelamento. Primeiro passo separa e alonga, segundo constrói volume. Fixação e resistência duradouras.",in stock,new,14.50 BRL,https://ellemake2.lovable.app/produto/mascara-cilios-lash-2em1-br110,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773632305902-u269xa.jpg,Bobbi Rara,"Health & Beauty > Personal Care > Cosmetics > Eye Makeup","health & beauty > makeup & cosmetics > eye makeup",24,16.90 BRL,,,female,black,,adult,,,BR:::0.00 BRL,
e0b6f1dc-f373-4ebc-9b74-08a039874dc3,"Máscara para Cílios Melu By Ruby Rose Peel Off Selfie RR515","Máscara para cílios Melu com fórmula tecnológica sem grumos. Aplicador inovador para efeito leque sofisticado. Preto intenso e profundo com alta pigmentação. Curvatura impecável por horas.",in stock,new,27.25 BRL,https://ellemake2.lovable.app/produto/mascara-cilios-melu-rr515,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773631643614-9adhug.jpg,Melu by Ruby Rose,"Health & Beauty > Personal Care > Cosmetics > Eye Makeup","health & beauty > makeup & cosmetics > eye makeup",12,29.00 BRL,,,female,black,,adult,,,BR:::0.00 BRL,
cfb61090-934b-4742-9ec9-37e25b061e7e,"Máscara para Cílios Pink 21 CS5468","Máscara com alta pigmentação preto intenso. Aplicador de precisão para cílios grandes e pequenos. Textura leve sem grumos para construção de camadas. Efeito leque que abre o olhar.",in stock,new,12.25 BRL,https://ellemake2.lovable.app/produto/mascara-cilios-pink21-cs5468,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773630449624-6mbz43.jpg,Pink 21,"Health & Beauty > Personal Care > Cosmetics > Eye Makeup","health & beauty > makeup & cosmetics > eye makeup",24,14.90 BRL,,,female,black,,adult,,,BR:::0.00 BRL,
bbf7dbb6-c657-4f45-8972-07696e2eaf12,"Max Love Máscara Cílios Resistente à Água Super Volume N72","Máscara resistente à água com aplicação precisa fio a fio. Secagem rápida sem borrões. Efeito cílios postiços natural. Construção de camadas para volume dramático.",in stock,new,12.22 BRL,https://ellemake2.lovable.app/produto/mascara-cilios-max-love,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773635957007-3lg66n.jpg,Max Love,"Health & Beauty > Personal Care > Cosmetics > Eye Makeup","health & beauty > makeup & cosmetics > eye makeup",24,,,,female,black,,adult,,,BR:::0.00 BRL,
6a53e927-54d1-4dd1-8357-4529fc78f3cf,"Max Love Sérum Facial Vitamina C Oil-Free com Ácido Hialurônico","Sérum facial com Vitamina C e Ácido Hialurônico oil-free. Hidratação profunda e pele radiante. Absorção rápida sem resíduos oleosos. Combate sinais de cansaço e devolve viço natural.",in stock,new,11.00 BRL,https://ellemake2.lovable.app/produto/serum-max-love,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773632778657-5e8f9m.jpeg,Max Love,"Health & Beauty > Personal Care > Skin Care","health & beauty > skin care",24,14.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,
28dae129-c225-4845-b35f-da1f07bc6335,"Óleo de Rosa Mosqueta Phallebeauty","Óleo puro de Rosa Mosqueta rico em ácidos graxos e vitaminas. Auxilia na regeneração cutânea e redução de estrias. Atenua cicatrizes, linhas de expressão e manchas. Uso facial e corporal com toque aveludado.",in stock,new,17.48 BRL,https://ellemake2.lovable.app/produto/oleo-rosa-mosqueta-phallebeauty,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773629583039-jkxizy.jpg,Phallebeauty,"Health & Beauty > Personal Care > Skin Care","health & beauty > skin care",12,19.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,
8257827e-f99e-4d4c-946f-eb15a0d87fbe,"Paleta de Sombras Sarah Beauty S6468","Paleta de sombras com pigmentação intensa e entrega imediata. Tons versáteis do casual ao noturno. Partículas ultrafinas para aderência superior. Sombras matte e cintilantes em um estojo.",in stock,new,52.20 BRL,https://ellemake2.lovable.app/produto/paleta-sombras-sarah-beauty-s6468,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773610981082-v096qk.jpg,Sarah Beauty,"Health & Beauty > Personal Care > Cosmetics > Eye Makeup","health & beauty > makeup & cosmetics > eye makeup",12,,,,female,,,adult,,,BR:::0.00 BRL,
f8097a1e-b2aa-4823-bdc6-e13211e586f6,"Phallebeauty Gloss Labial Big Mouth PH007/PH008","Gloss labial com efeito bocão e brilho espelhado. Textura ultra leve sem sensação pegajosa. Efeito visual de preenchimento imediato. Hidrata e mantém lábios macios o dia todo.",in stock,new,14.90 BRL,https://ellemake2.lovable.app/produto/big-mo-phallebeauty-ph007-ph008,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773615748366-m83r4c.jpg,Phallebeauty,"Health & Beauty > Personal Care > Cosmetics > Lip Makeup","health & beauty > makeup & cosmetics > lip makeup",36,,,,female,,,adult,,,BR:::0.00 BRL,
13e71d79-177c-46af-8b79-2559c90467b4,"Pincel Blush Melu Ruby Rose RRLF20","Pincel para blush com cerdas sintéticas ultra macias. Formato arredondado e denso para aplicação uniforme. Cabo anatômico da linha Melu. Versátil para blushes em pó e cremosos.",in stock,new,24.00 BRL,https://ellemake2.lovable.app/produto/pincel-blush-melu-hb0002-rrlf20-ruby-rose,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773613632618-brpj0f.jpeg,Melu by Ruby Rose,"Health & Beauty > Personal Care > Cosmetics > Makeup Tools & Accessories","health & beauty > makeup & cosmetics > makeup tools",11,24.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,
267e9e39-cf4b-459c-a72a-de0293866aa6,"Pincel para Blush Macrilan B102","Pincel para blush com cerdas sintéticas macias. Formato arredondado clássico para aplicação uniforme. Cabo longo e anatômico. Versátil para blush e pós finalizadores.",in stock,new,25.13 BRL,https://ellemake2.lovable.app/produto/pincel-blush-macrilan-b102,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773612433092-qbz770.jpg,Macrilan,"Health & Beauty > Personal Care > Cosmetics > Makeup Tools & Accessories","health & beauty > makeup & cosmetics > makeup tools",12,27.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,
8e9654eb-a7e7-4c9f-b95b-4f72bd5e6e4b,"Pincel para Pó Macrilan B112","Pincel para pó com cerdas sintéticas macias e densas. Formato arredondado e volumoso para aplicação homogênea. Cabo aveludado com acabamento bronze. Ideal para pós compactos e soltos.",in stock,new,37.50 BRL,https://ellemake2.lovable.app/produto/pincel-po-macrilan-b112,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773612078252-2ur3ny.jpg,Macrilan,"Health & Beauty > Personal Care > Cosmetics > Makeup Tools & Accessories","health & beauty > makeup & cosmetics > makeup tools",12,39.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,
9f40fa97-93db-49d0-8ad3-e4772e506fee,"Pó Banana Translúcido Fenzza FZ34014","Pó banana solto com textura ultrafina e sedosa. Tonalidade amarelada universal para diversos tons de pele. Tecnologia de disfarce óptico que minimiza poros. Perfeito para técnica de baking sem flashback.",in stock,new,11.50 BRL,https://ellemake2.lovable.app/produto/po-banana-fenzza-fz34014,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773628517621-qv2db4.jpg,Fenzza,"Health & Beauty > Personal Care > Cosmetics > Face Makeup","health & beauty > makeup & cosmetics > face makeup",16,,,,female,,,adult,,,BR:::0.00 BRL,
cabcb20f-1d91-4309-9e38-c39f9daed54c,"Pó Compacto Matte Vegano Max Love","Pó compacto matte 100% vegano e cruelty-free. Controla oleosidade por horas com textura ultrafina. Não acumula em poros ou linhas finas. Embalagem com espelho integrado para retoques.",in stock,new,18.63 BRL,https://ellemake2.lovable.app/produto/po-compacto-vegano-max-love,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773635505963-r2io51.jpg,Max Love,"Health & Beauty > Personal Care > Cosmetics > Face Makeup","health & beauty > makeup & cosmetics > face makeup",30,,,,female,,,adult,,,BR:::0.00 BRL,
5af83ac2-06c1-4b99-81ea-ca08c6306a11,"Pó Translúcido Playboy Microfinish Powder PB1033","Pó translúcido com tecnologia microfinish de partículas ultrafinas. Sela maquiagem sem adicionar cor, universal para todos os tons. Efeito blur que suaviza poros e linhas. Acabamento fotogênico sem flashback.",in stock,new,22.00 BRL,https://ellemake2.lovable.app/produto/po-translucido-playboy-pb1033,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773634801897-5bywi0.jpeg,Playboy,"Health & Beauty > Personal Care > Cosmetics > Face Makeup","health & beauty > makeup & cosmetics > face makeup",18,24.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,
ac0e6f56-fc0a-415b-a375-8cf6222488ef,"Primer HD Fenzza FZ53042","Primer HD com tecnologia de efeito blur para pele impecável. Minimiza poros e linhas de expressão. Cria superfície sedosa para maior aderência da base. Controla brilho e garante maquiagem duradoura.",in stock,new,16.63 BRL,https://ellemake2.lovable.app/produto/primer-hd-fenzza-fz53042,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773632508135-v2kvso.png,Fenzza,"Health & Beauty > Personal Care > Cosmetics > Face Makeup","health & beauty > makeup & cosmetics > face makeup",24,19.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,
38461f4d-0455-468a-91eb-d4f9ac477544,"Quarteto de Blush e Iluminador Melu Ruby Rose HB7532","Paleta multifuncional com blush e iluminador em estojo compacto. Partículas micronizadas para esfumado perfeito. Alta fixação com acabamento profissional. Tons adaptáveis a diversos tons de pele.",in stock,new,52.13 BRL,https://ellemake2.lovable.app/produto/quarteto-blush-iluminador-hb7532-ruby-rose-melu,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773614873784-23cn2b.jpeg,Melu by Ruby Rose,"Health & Beauty > Personal Care > Cosmetics > Face Makeup","health & beauty > makeup & cosmetics > face makeup",12,,,,female,,,adult,,,BR:::0.00 BRL,
4be796d7-a005-4435-9e73-2b4b9399eb0d,"Sombra De Sobrancelha Ruby Rose HBF571","Paleta para sobrancelha com 4 tons versáteis de marrom. Alta pigmentação com textura aveludada. Acompanha primer fixador para cor duradoura. Perfeita para preencher falhas e redesenhar o arco.",in stock,new,15.75 BRL,https://ellemake2.lovable.app/produto/ruby-rose-paleta-sobrancelha-hbf571,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773630219843-9zhhma.jpg,Ruby Rose,"Health & Beauty > Personal Care > Cosmetics > Eye Makeup","health & beauty > makeup & cosmetics > eye makeup",24,17.90 BRL,,,female,brown,,adult,,,BR:::0.00 BRL,
35fff6d0-ca03-4de1-b192-c3c73df1b913,"Sombra para Sobrancelha Ruby Rose HBF572","Trio para sobrancelha com 3 tons de marrom e primer fixador. Textura aveludada para preenchimento preciso. Ideal para construir de natural a marcante. Estojo compacto e prático.",in stock,new,15.22 BRL,https://ellemake2.lovable.app/produto/sombra-sobrancelha-ruby-rose-hbf572,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773630034966-bc3qy0.jpg,Ruby Rose,"Health & Beauty > Personal Care > Cosmetics > Eye Makeup","health & beauty > makeup & cosmetics > eye makeup",24,17.90 BRL,,,female,brown,,adult,,,BR:::0.00 BRL,
ef02d4b9-c3e8-4b2d-857b-1c70584082f2,"Vivai Jelly Tint e Blush Stick 3159","Jelly Tint com textura em gel para efeito lábio saudável. Pigmentação modulável sem escorrer ou transferir. Multifuncional: use como blush nas bochechas. Alta fixação resistente a lanches e bebidas.",in stock,new,14.50 BRL,https://ellemake2.lovable.app/produto/jelly-tint-vivai-315911,https://xinkvwlhctwgdfwixzxf.supabase.co/storage/v1/object/public/product-images/1773612568954-f5y46f.jpg,Vivai,"Health & Beauty > Personal Care > Cosmetics > Lip Makeup","health & beauty > makeup & cosmetics > lip makeup",23,16.90 BRL,,,female,,,adult,,,BR:::0.00 BRL,